filename,first_level3,second_level3,first_level2,second_level2,level3,level2
125355_forcadinho-np3_frame1175.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
132143_forcadinho-np3_frame3261.jpg,A5.1,A3.1-A4.1,A5,A3,A3.1,A3
113610_cam_survey_1_frame344.jpg,A5.1,A3.1-A4.1,A5,A3,A3.7,A3
125355_forcadinho-np3_frame1438.jpg,A3.1-A4.1,A5.1,A3,A5,A5.1,A5
132143_forcadinho-np3_frame981.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame1986.jpg,A3.1-A4.1,A5.1,A3,A5,A4.7,A4
105317_cam-np3_frame1734.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
113610_cam_survey_1_frame947.jpg,A5.1,A3.1-A4.1,A5,A3,A3.1,A3
105317_cam-np3_frame1909.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
105317_cam-np3_frame1539.jpg,A3.1-A4.1,A5.1,A3,A5,A3.7,A3
132143_forcadinho-np3_frame910.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
113610_cam_survey_1_frame1968.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
105317_cam-np3_frame1708.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
125355_forcadinho-np3_frame1257.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
132143_forcadinho-np3_frame2041.jpg,A3.1-A4.1,A5.1,A3,A5,A5.1,A5
113610_cam_survey_1_frame539.jpg,A3.1-A4.1,A5.1,A3,A5,A4.1,A4
105317_cam-np3_frame1619.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
113610_cam_survey_1_frame622.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.7,A3
125355_forcadinho-np3_frame1521.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A5.1,A5
105317_cam-np3_frame1867.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
113610_cam_survey_1_frame500.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.7,A3
113610_cam_survey_1_frame1677.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A5.1,A5
113610_cam_survey_1_frame232.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame726.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.7,A3
132143_forcadinho-np3_frame3521.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A5.1,A5
113610_cam_survey_1_frame1244.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
113610_cam_survey_1_frame306.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame77.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A4.1,A4
113610_cam_survey_1_frame727.jpg,A3.1-A4.1,A5.2,A3,A5,A3.1,A3
125355_forcadinho-np3_frame1596.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3872.jpg,A3.1-A4.1,A5.2,A3,A5,A3.1,A3
132143_forcadinho-np3_frame3837.jpg,A3.1-A4.1,A5.2,A3,A5,A3.1,A3
105317_cam-np3_frame1725.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
132143_forcadinho-np3_frame1496.jpg,A5.1,A5.4,A5,A5,A3.1,A3
113610_cam_survey_1_frame1179.jpg,A5.2,A5.4,A5,A5,A5.1,A5
113610_cam_survey_1_frame1423.jpg,A5.1,A5.4,A5,A5,A3.1,A3
132143_forcadinho-np3_frame880.jpg,A5.1,A5.4,A5,A5,A3.1,A3
132143_forcadinho-np3_frame2899.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
132143_forcadinho-np3_frame875.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
125355_forcadinho-np3_frame1013.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
105317_cam-np3_frame1526.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.7,A3
132143_forcadinho-np3_frame3853.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame1984.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A4.7,A4
113610_cam_survey_1_frame1015.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame1570.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.7,A3
132143_forcadinho-np3_frame974.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3897.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A5.2,A5
105317_cam-np3_frame1738.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
125355_forcadinho-np3_frame1774.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
132143_forcadinho-np3_frame4268.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
125355_forcadinho-np3_frame1108.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
105317_cam-np3_frame1952.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A4.7,A4
132143_forcadinho-np3_frame3217.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
125355_forcadinho-np3_frame1764.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame1477.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
132143_forcadinho-np3_frame1043.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3823.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
113610_cam_survey_1_frame954.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3990.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3486.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A5.1,A5
132143_forcadinho-np3_frame1286.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3826.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
105317_cam-np3_frame1701.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3848.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame2776.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A5.1,A5
132143_forcadinho-np3_frame3923.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A5.2,A5
132143_forcadinho-np3_frame2765.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A5.1,A5
132143_forcadinho-np3_frame808.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
113610_cam_survey_1_frame1081.jpg,A3.1-A4.1,A5.4,A3,A5,A3.1,A3
113610_cam_survey_1_frame748.jpg,A3.1-A4.1,A5.4,A3,A5,A3.1,A3
132143_forcadinho-np3_frame2737.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A5.1,A5
105317_cam-np3_frame1895.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3018.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame740.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.7,A3
125355_forcadinho-np3_frame1011.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
113610_cam_survey_1_frame134.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.7,A3
113610_cam_survey_1_frame1153.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A5.1,A5
132143_forcadinho-np3_frame120.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
105317_cam-np3_frame1722.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3304.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
113610_cam_survey_1_frame336.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.7,A3
132143_forcadinho-np3_frame3002.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.7,A3
132143_forcadinho-np3_frame4093.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.7,A3
132143_forcadinho-np3_frame3881.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
113610_cam_survey_1_frame1911.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
113610_cam_survey_1_frame1060.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
132143_forcadinho-np3_frame166.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
113610_cam_survey_1_frame705.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A5.1,A5
113610_cam_survey_1_frame1282.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
113610_cam_survey_1_frame2921.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A4.7,A4
132143_forcadinho-np3_frame1154.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
132143_forcadinho-np3_frame4092.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.7,A3
125355_forcadinho-np3_frame1562.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
113610_cam_survey_1_frame1186.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A5.1,A5
105317_cam-np3_frame1883.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
132143_forcadinho-np3_frame2657.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A5.1,A5
113610_cam_survey_1_frame737.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame119.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A4.7,A4
132143_forcadinho-np3_frame3314.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
125355_forcadinho-np3_frame1709.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A5.1,A5
132143_forcadinho-np3_frame896.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A5.2,A5
132143_forcadinho-np3_frame3962.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
113610_cam_survey_1_frame934.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
105317_cam-np3_frame1906.jpg,A5.1,A3.1-A4.1,A5,A3,A3.1,A3
132143_forcadinho-np3_frame3613.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A5.1,A5
113610_cam_survey_1_frame1275.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame4171.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
113610_cam_survey_1_frame1685.jpg,A3.1-A4.1,A5.1,A3,A5,A5.1,A5
113610_cam_survey_1_frame706.jpg,A3.1-A4.1,A5.1,A3,A5,A5.1,A5
132143_forcadinho-np3_frame1360.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3863.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3859.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame4221.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.7,A3
132143_forcadinho-np3_frame3996.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
125355_forcadinho-np3_frame1431.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
113610_cam_survey_1_frame1143.jpg,A5.1,A3.1-A4.1,A5,A3,A5.2,A5
113610_cam_survey_1_frame1521.jpg,A5.1,A3.1-A4.1,A5,A3,A3.7,A3
113610_cam_survey_1_frame2036.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame1930.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A5.1,A5
105317_cam-np3_frame1770.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A5.1,A5
132143_forcadinho-np3_frame1252.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
125355_forcadinho-np3_frame588.jpg,A3.1-A4.1,A5.1,A3,A5,A4.1,A4
125355_forcadinho-np3_frame1044.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
105317_cam-np3_frame1741.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
132143_forcadinho-np3_frame774.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
105317_cam-np3_frame1352.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.7,A3
132143_forcadinho-np3_frame3834.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
105317_cam-np3_frame1699.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
125355_forcadinho-np3_frame1178.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3916.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A5.2,A5
113610_cam_survey_1_frame541.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame1589.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.7,A3
132143_forcadinho-np3_frame3818.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
105317_cam-np3_frame1808.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
105317_cam-np3_frame1473.jpg,A3.1-A4.1,A5.1,A3,A5,A4.1,A4
113610_cam_survey_1_frame531.jpg,A3.1-A4.1,A5.2,A3,A5,A3.7,A3
132143_forcadinho-np3_frame2735.jpg,A3.1-A4.1,A5.4,A3,A5,A5.1,A5
132143_forcadinho-np3_frame3819.jpg,A5.4,A3.1-A4.1,A5,A3,A3.1,A3
132143_forcadinho-np3_frame814.jpg,A3.1-A4.1,A5.4,A3,A5,A3.1,A3
125355_forcadinho-np3_frame266.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame1276.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
113610_cam_survey_1_frame752.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
113610_cam_survey_1_frame1432.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3852.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
113610_cam_survey_1_frame2994.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
132143_forcadinho-np3_frame1088.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
132143_forcadinho-np3_frame3527.jpg,A3.1-A4.1,A5.4,A3,A5,A5.1,A5
125355_forcadinho-np3_frame1472.jpg,A3.1-A4.1,A5.4,A3,A5,A5.1,A5
132143_forcadinho-np3_frame3967.jpg,A5.1,A3.1-A4.1,A5,A3,A3.1,A3
132143_forcadinho-np3_frame1980.jpg,A5.1,A3.1-A4.1,A5,A3,A4.7,A4
105317_cam-np3_frame1712.jpg,A5.1,A3.1-A4.1,A5,A3,A3.1,A3
125355_forcadinho-np3_frame1126.jpg,A5.1,A3.1-A4.1,A5,A3,A3.1,A3
113610_cam_survey_1_frame2051.jpg,A5.1,A3.1-A4.1,A5,A3,A4.1,A4
125355_forcadinho-np3_frame629.jpg,A5.1,A3.1-A4.1,A5,A3,A5.1,A5
105317_cam-np3_frame1610.jpg,A5.1,A3.1-A4.1,A5,A3,A3.1,A3
132143_forcadinho-np3_frame3147.jpg,A5.1,A3.1-A4.1,A5,A3,A3.1,A3
132143_forcadinho-np3_frame2042.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A5.1,A5
113610_cam_survey_1_frame231.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
132143_forcadinho-np3_frame1415.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
105317_cam-np3_frame1761.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A5.1,A5
132143_forcadinho-np3_frame3284.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
113610_cam_survey_1_frame828.jpg,A3.1-A4.1,A5.4,A3,A5,A5.1,A5
113610_cam_survey_1_frame1425.jpg,A3.1-A4.1,A5.4,A3,A5,A3.1,A3
132143_forcadinho-np3_frame3884.jpg,A3.1-A4.1,A5.4,A3,A5,A3.1,A3
125355_forcadinho-np3_frame270.jpg,A3.1-A4.1,A5.4,A3,A5,A3.1,A3
113610_cam_survey_1_frame163.jpg,A5.4,A3.1-A4.1,A5,A3,A3.7,A3
125355_forcadinho-np3_frame182.jpg,A3.1-A4.1,A5.4,A3,A5,A3.1,A3
113610_cam_survey_1_frame721.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
132143_forcadinho-np3_frame4287.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
105317_cam-np3_frame1696.jpg,A5.1,A3.1-A4.1,A5,A3,A3.1,A3
132143_forcadinho-np3_frame4347.jpg,A5.1,A3.1-A4.1,A5,A3,A3.1,A3
132143_forcadinho-np3_frame3396.jpg,A5.1,A3.1-A4.1,A5,A3,A5.1,A5
113610_cam_survey_1_frame715.jpg,A5.1,A3.1-A4.1,A5,A3,A3.1,A3
113610_cam_survey_1_frame1158.jpg,A5.1,A3.1-A4.1,A5,A3,A3.1,A3
132143_forcadinho-np3_frame128.jpg,A5.1,A3.1-A4.1,A5,A3,A3.1,A3
132143_forcadinho-np3_frame1563.jpg,A5.1,A3.1-A4.1,A5,A3,A3.7,A3
132143_forcadinho-np3_frame3376.jpg,A5.1,A3.1-A4.1,A5,A3,A5.1,A5
113610_cam_survey_1_frame843.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A5.1,A5
132143_forcadinho-np3_frame2029.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A5.1,A5
132143_forcadinho-np3_frame1550.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
132143_forcadinho-np3_frame852.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
105317_cam-np3_frame1641.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
