filename,A3.1,A3.7,A4.1,A4.7,A5.1,A5.2,A5.4,first_level3,second_level3,first_level2,second_level2
132143_forcadinho-np3_frame4098.jpg,0.018446205,0.0025655783,0.9778766,0.00083753635,0.00017346579,2.6116015e-05,7.450887e-05,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame2632.jpg,0.0031125916,0.0003335563,0.98835504,0.0076241707,0.00049600826,3.222737e-05,4.6385416e-05,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame1595.jpg,0.020115081,0.019199936,0.9563198,0.0040474324,0.00019425486,6.319646e-05,6.024224e-05,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame2966.jpg,0.18491976,0.28289634,0.51651317,0.014498325,0.0004264006,0.00033208873,0.00041394867,A4.1,A3.7,A4,A3
105317_cam-np3_frame1730.jpg,0.02939472,0.010689254,0.5607358,0.39228347,0.0005292659,0.0056313663,0.0007361621,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame1284.jpg,0.00026550816,0.00021295233,0.15117624,0.84507614,0.00032571357,0.002558676,0.0003847858,A4.7,A4.1,A4,A4
132143_forcadinho-np3_frame307.jpg,0.017830748,0.0015973006,0.9622553,0.015244689,0.00049405015,0.00036718172,0.0022106967,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame1629.jpg,0.00083017576,0.00017576209,0.9726744,0.025851,0.000114088216,0.00010197069,0.00025259898,A4.1,A4.7,A4,A4
105317_cam-np3_frame1521.jpg,0.00070027536,0.00028459585,0.8622214,0.13160872,0.0010530223,0.0012506888,0.0028812296,A4.1,A4.7,A4,A4
125355_forcadinho-np3_frame455.jpg,0.00012988622,4.490927e-05,0.00036054137,0.00011403094,0.0031642881,0.9956054,0.00058099424,A5.2,A5.1,A5,A5
132143_forcadinho-np3_frame780.jpg,8.320945e-05,4.9123268e-05,0.00027343055,0.00016950024,0.00064796535,0.99845254,0.00032418236,A5.2,A5.1,A5,A5
105317_cam-np3_frame1724.jpg,0.9626012,0.035024412,0.0022449645,1.3745185e-05,6.05057e-05,1.8072564e-05,3.7073583e-05,A3.1,A3.7,A3,A3
132143_forcadinho-np3_frame1421.jpg,0.710022,0.28852996,0.0010186698,1.06957705e-05,0.00019791452,3.6263922e-05,0.00018441772,A3.1,A3.7,A3,A3
132143_forcadinho-np3_frame3255.jpg,0.99392176,0.0012287494,0.0045237388,3.6326437e-06,0.00023123434,5.506171e-06,8.532701e-05,A3.1,A4.1,A3,A4
113610_cam_survey_1_frame559.jpg,0.9884751,0.0015337662,0.0037830467,1.3688605e-05,0.0058481046,5.1295934e-05,0.0002949806,A3.1,A5.1,A3,A5
132143_forcadinho-np3_frame1531.jpg,0.9517995,0.04746621,0.0005419793,8.126119e-06,9.300099e-05,1.5834574e-05,7.5330805e-05,A3.1,A3.7,A3,A3
132143_forcadinho-np3_frame7.jpg,0.9945334,0.004309534,0.000986926,5.8455535e-06,0.00012338076,9.90203e-06,3.0900188e-05,A3.1,A3.7,A3,A3
125355_forcadinho-np3_frame1172.jpg,0.99132854,0.006026158,0.0015451862,1.5972382e-05,0.00072301686,0.00015959113,0.00020150402,A3.1,A3.7,A3,A3
132143_forcadinho-np3_frame1163.jpg,0.9867736,0.0021248672,0.004818079,3.6352987e-05,0.0054450943,0.00036288387,0.00043900058,A3.1,A5.1,A3,A5
113610_cam_survey_1_frame378.jpg,0.71408314,0.0024602113,0.2824605,0.00026315346,0.00052032777,8.8359564e-05,0.00012431698,A3.1,A4.1,A3,A4
105317_cam-np3_frame1891.jpg,0.47123113,0.0005198126,0.5086725,0.00027851932,0.017562525,0.00013715465,0.0015983345,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame1973.jpg,0.75622445,0.00054764305,0.23779777,0.00011575392,0.004544507,8.864672e-05,0.00068118697,A3.1,A4.1,A3,A4
125355_forcadinho-np3_frame1371.jpg,0.42353824,0.0029191754,0.5722185,0.0008658156,0.0003571052,5.2149393e-05,4.9031936e-05,A4.1,A3.1,A4,A3
125355_forcadinho-np3_frame585.jpg,0.40361747,0.0023305428,0.5906595,0.002738119,0.0005369296,5.9354494e-05,5.8045385e-05,A4.1,A3.1,A4,A3
125355_forcadinho-np3_frame368.jpg,0.7981193,0.006017733,0.19520879,0.0002948072,0.00025369306,3.985429e-05,6.593592e-05,A3.1,A4.1,A3,A4
125355_forcadinho-np3_frame1617.jpg,0.98141205,0.008291083,0.0101701515,2.8561913e-05,6.703629e-05,1.910073e-05,1.2063465e-05,A3.1,A4.1,A3,A4
113610_cam_survey_1_frame1157.jpg,0.9511742,0.041477192,0.0072267237,2.0255064e-05,6.381887e-05,2.2846101e-05,1.4921865e-05,A3.1,A3.7,A3,A3
113610_cam_survey_1_frame2941.jpg,0.95234454,0.040700324,0.0068286723,2.575265e-05,6.1816005e-05,2.351517e-05,1.539939e-05,A3.1,A3.7,A3,A3
105317_cam-np3_frame1727.jpg,0.05865283,0.0020531048,0.9385938,0.0004981134,0.00015929331,1.5410164e-05,2.7490194e-05,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame1393.jpg,0.3080262,0.004918943,0.6860009,0.0005039267,0.0004039667,4.0118153e-05,0.000105926934,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame1978.jpg,0.56527525,0.032761,0.40031624,0.00076294184,0.00070322905,6.0285467e-05,0.00012102674,A3.1,A4.1,A3,A4
113610_cam_survey_1_frame422.jpg,0.72793376,0.06568558,0.20495339,0.00061918277,0.0005614914,8.470294e-05,0.00016189883,A3.1,A4.1,A3,A4
132143_forcadinho-np3_frame2759.jpg,0.84978235,0.091313325,0.058165237,0.0001247442,0.00040898926,5.4867374e-05,0.00015039505,A3.1,A3.7,A3,A3
132143_forcadinho-np3_frame973.jpg,0.77811104,0.09019645,0.13021106,0.00064268213,0.0005315887,0.000112560876,0.00019461635,A3.1,A4.1,A3,A4
132143_forcadinho-np3_frame1611.jpg,0.70315,0.26772368,0.028610723,0.00018683191,0.00014350715,7.9618454e-05,0.000105667496,A3.1,A3.7,A3,A3
132143_forcadinho-np3_frame4163.jpg,0.8238723,0.12889498,0.046284106,0.00017201554,0.00034805542,9.944376e-05,0.00032903874,A3.1,A3.7,A3,A3
105317_cam-np3_frame1944.jpg,0.9164356,0.036233686,0.04062933,0.0005160668,0.0034940997,0.00038739928,0.0023037395,A3.1,A4.1,A3,A4
132143_forcadinho-np3_frame1820.jpg,0.6971217,0.20283495,0.09841329,0.0009143556,0.00031842763,0.000115832845,0.00028146993,A3.1,A3.7,A3,A3
132143_forcadinho-np3_frame1425.jpg,0.535616,0.07471971,0.37736207,0.005938736,0.0025688182,0.001109451,0.002685229,A3.1,A4.1,A3,A4
113610_cam_survey_1_frame1146.jpg,0.6479186,0.301481,0.04675391,0.0013450026,0.00085471716,0.00092474255,0.0007220671,A3.1,A3.7,A3,A3
125355_forcadinho-np3_frame1175.jpg,0.29367712,0.25579318,0.44038263,0.0083233025,0.0006319883,0.00052669336,0.0006651395,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame3261.jpg,0.7792713,0.18530484,0.028525742,0.00028364305,0.004329685,0.0009276036,0.0013571143,A3.1,A3.7,A3,A3
113610_cam_survey_1_frame344.jpg,0.0155041525,2.959789e-05,0.21052086,0.0005829826,0.7731096,9.217073e-05,0.00016061422,A5.1,A4.1,A5,A4
125355_forcadinho-np3_frame1438.jpg,0.01363435,1.8540493e-05,0.06336746,0.00031268797,0.92239857,8.917661e-05,0.00017920698,A5.1,A4.1,A5,A4
132143_forcadinho-np3_frame981.jpg,0.08619182,7.387433e-05,0.52586967,0.0029858674,0.3842684,0.00026853915,0.0003418404,A4.1,A5.1,A4,A5
132143_forcadinho-np3_frame1986.jpg,0.22234163,0.00027021236,0.37972993,0.0013963568,0.39430687,0.00040055966,0.001554463,A5.1,A4.1,A5,A4
105317_cam-np3_frame1734.jpg,0.47053695,0.00033100846,0.523775,0.00015873405,0.004902602,5.5373806e-05,0.0002403853,A4.1,A3.1,A4,A3
113610_cam_survey_1_frame947.jpg,0.45553598,0.0011872004,0.5410199,0.00030236275,0.00151606,8.138441e-05,0.00035714515,A4.1,A3.1,A4,A3
105317_cam-np3_frame1909.jpg,0.7069694,0.0018206835,0.29038697,0.00015014403,0.0004912647,6.7360925e-05,0.00011424577,A3.1,A4.1,A3,A4
132143_forcadinho-np3_frame1692.jpg,0.8581833,0.00038002632,0.116021484,4.9540104e-05,0.02449349,4.8521073e-05,0.000823634,A3.1,A4.1,A3,A4
105317_cam-np3_frame1539.jpg,0.94825983,0.00013925668,0.0286281,9.7059465e-06,0.022775458,1.5234863e-05,0.00017238742,A3.1,A4.1,A3,A4
132143_forcadinho-np3_frame910.jpg,0.98298556,0.00075887947,0.015897105,5.817232e-06,0.00033888198,2.9272921e-06,1.08630975e-05,A3.1,A4.1,A3,A4
113610_cam_survey_1_frame1968.jpg,0.9795688,0.0028653943,0.01736973,1.7111137e-05,0.00015078156,8.736355e-06,1.9523854e-05,A3.1,A4.1,A3,A4
105317_cam-np3_frame1708.jpg,0.78396547,0.0013336166,0.21407655,4.6206827e-05,0.0005194559,1.8219009e-05,4.0469928e-05,A3.1,A4.1,A3,A4
125355_forcadinho-np3_frame1257.jpg,0.9426763,0.002834517,0.053641062,4.5041605e-05,0.0006831157,1.8326306e-05,0.00010155511,A3.1,A4.1,A3,A4
132143_forcadinho-np3_frame2041.jpg,0.79843324,0.00041011622,0.061939027,2.0182393e-05,0.13727659,5.4888278e-05,0.0018659789,A3.1,A5.1,A3,A5
113610_cam_survey_1_frame539.jpg,0.97711426,0.0014866411,0.020531772,1.0302155e-05,0.0005870568,1.6490154e-05,0.00025353042,A3.1,A4.1,A3,A4
105317_cam-np3_frame1619.jpg,0.98469895,0.0019002346,0.012788799,7.1033196e-06,0.00041773997,1.0770989e-05,0.00017632273,A3.1,A4.1,A3,A4
132143_forcadinho-np3_frame3940.jpg,0.97086686,0.00095927255,0.027613742,9.808502e-06,0.00042089316,1.2897495e-05,0.00011650878,A3.1,A4.1,A3,A4
132143_forcadinho-np3_frame2576.jpg,0.9824064,0.0009112161,0.016362121,6.061108e-06,0.00023560273,9.400878e-06,6.923261e-05,A3.1,A4.1,A3,A4
132143_forcadinho-np3_frame584.jpg,0.97346705,0.0011963666,0.023395833,1.1923885e-05,0.0014200967,1.473631e-05,0.0004941158,A3.1,A4.1,A3,A4
113610_cam_survey_1_frame622.jpg,0.9818491,0.00124271,0.016535703,6.7421565e-06,0.00029068676,6.144977e-06,6.908658e-05,A3.1,A4.1,A3,A4
125355_forcadinho-np3_frame1521.jpg,0.98158276,0.0016517397,0.016550384,5.603195e-06,0.00016666608,5.411689e-06,3.7363985e-05,A3.1,A4.1,A3,A4
125355_forcadinho-np3_frame457.jpg,0.98719144,0.0064254184,0.0061846357,4.5697043e-06,0.00013863943,5.7884663e-06,4.9545502e-05,A3.1,A3.7,A3,A3
105317_cam-np3_frame1867.jpg,0.0020170452,0.9979691,6.4002293e-06,5.624271e-07,3.7967582e-06,6.4236156e-07,2.3603404e-06,A3.7,A3.1,A3,A3
132143_forcadinho-np3_frame2057.jpg,0.97272736,0.023662874,0.0034931626,7.780767e-06,6.6984816e-05,8.190125e-06,3.371158e-05,A3.1,A3.7,A3,A3
132143_forcadinho-np3_frame1711.jpg,0.003402902,0.9965791,6.4777696e-06,5.853464e-07,6.309154e-06,8.339683e-07,3.841606e-06,A3.7,A3.1,A3,A3
113610_cam_survey_1_frame500.jpg,0.0029543836,0.99703,6.0691627e-06,5.2374037e-07,5.0690655e-06,7.8386756e-07,3.1914235e-06,A3.7,A3.1,A3,A3
132143_forcadinho-np3_frame2727.jpg,0.0038427962,0.9961422,6.574788e-06,4.5528438e-07,4.546203e-06,7.023361e-07,2.7205062e-06,A3.7,A3.1,A3,A3
132143_forcadinho-np3_frame3353.jpg,0.9724982,0.026507253,0.0008671667,5.6515073e-06,6.460533e-05,2.6707146e-05,3.0388539e-05,A3.1,A3.7,A3,A3
113610_cam_survey_1_frame1677.jpg,0.57327545,0.4257709,0.00086699345,8.036246e-06,4.7250523e-05,1.27453395e-05,1.8692852e-05,A3.1,A3.7,A3,A3
113610_cam_survey_1_frame232.jpg,0.42496064,0.5743421,0.0005311577,7.4395616e-06,7.5520744e-05,1.4526473e-05,6.861896e-05,A3.7,A3.1,A3,A3
132143_forcadinho-np3_frame726.jpg,0.8597358,0.13774091,0.0023885828,7.4380464e-06,7.436554e-05,1.2642582e-05,4.0272374e-05,A3.1,A3.7,A3,A3
132143_forcadinho-np3_frame3521.jpg,0.9693508,0.023422288,0.007067251,9.454857e-06,9.791491e-05,1.2536861e-05,3.9602044e-05,A3.1,A3.7,A3,A3
113610_cam_survey_1_frame1244.jpg,0.3766718,0.6205422,0.0025652708,1.0631068e-05,9.9597e-05,1.292652e-05,9.747391e-05,A3.7,A3.1,A3,A3
113610_cam_survey_1_frame306.jpg,0.77618486,0.1959506,0.027491948,2.9403027e-05,0.00020502217,3.4208897e-05,0.00010388739,A3.1,A3.7,A3,A3
132143_forcadinho-np3_frame77.jpg,0.9651741,0.013970432,0.020700315,1.486457e-05,9.2628245e-05,2.2203001e-05,2.5404355e-05,A3.1,A4.1,A3,A4
113610_cam_survey_1_frame727.jpg,0.9327968,0.059802983,0.007260933,1.4704699e-05,6.886157e-05,1.789462e-05,3.7810183e-05,A3.1,A3.7,A3,A3
125355_forcadinho-np3_frame1596.jpg,0.94154316,0.05622366,0.0020964977,5.130446e-06,7.82338e-05,1.0203402e-05,4.321808e-05,A3.1,A3.7,A3,A3
132143_forcadinho-np3_frame3872.jpg,0.6731097,0.320741,0.00041068255,0.000112162095,0.0018086298,0.0006609922,0.0031568496,A3.1,A3.7,A3,A3
132143_forcadinho-np3_frame3837.jpg,0.7078663,0.27467734,0.000801921,0.00023793794,0.0053510237,0.0007033084,0.01036223,A3.1,A3.7,A3,A3
105317_cam-np3_frame1725.jpg,0.697077,0.28350067,0.0008518013,0.00021588679,0.0066432934,0.00079059816,0.010920826,A3.1,A3.7,A3,A3
